,order_id,date,customer_id,product,quantity,unit_price,shipping_address,payment_method,order_status,tracking_number,items_in_cart,coupon_code,referral_source,total_price
189,ORD200189,2023-07-05,C48939,Printer,5,429.45,597 Main St,GIFT CARD,CANCELLED,TRK62786764,5,WINTER15,Email,2147.25
190,ORD200190,2024-08-31,C35483,Printer,3,223.7,725 Main St,CASH,RETURNED,TRK79638203,3,SAVE10,Email,671.1
191,ORD200191,2025-03-08,C51494,Laptop,2,488.87,505 Main St,ONLINE,CANCELLED,TRK58520306,4,FREESHIP,Google,977.74
192,ORD200192,2023-08-11,C58410,Desk,1,645.46,151 Main St,GIFT CARD,CANCELLED,TRK19749672,5,SAVE10,Google,645.46
193,ORD200193,2023-07-21,C11644,Printer,1,46.66,429 Main St,CASH,CANCELLED,TRK81320339,6,NO_COUPON,Google,46.66
194,ORD200194,2024-06-08,C53501,Monitor,1,249.57,899 Main St,CASH,SHIPPED,TRK90144892,3,FREESHIP,Google,249.57
195,ORD200195,2024-04-22,C63619,Chair,3,619.21,801 Main St,DEBIT CARD,CANCELLED,TRK65385674,6,NO_COUPON,Email,1857.63
196,ORD200196,2025-01-24,C40882,Desk,4,217.13,719 Main St,CASH,DELIVERED,TRK64165503,8,WINTER15,Email,868.52
197,ORD200197,2023-08-27,C80135,Laptop,5,221.51,723 Main St,CASH,RETURNED,TRK95222269,5,WINTER15,Referral,1107.55
198,ORD200198,2024-06-11,C37594,Laptop,4,340.3,926 Main St,CASH,CANCELLED,TRK94405162,8,SAVE10,Referral,1361.2
199,ORD200199,2025-01-23,C87524,Phone,1,625.0,358 Main St,ONLINE,RETURNED,TRK21114341,5,WINTER15,Google,625.0
200,ORD200200,2025-06-07,C97681,Tablet,5,433.26,895 Main St,CREDIT CARD,DELIVERED,TRK37531040,9,SAVE10,Google,2166.3
201,ORD200201,2023-06-18,C10126,Monitor,2,674.9,146 Main St,ONLINE,SHIPPED,TRK75607531,4,SAVE10,Facebook,1349.8
202,ORD200202,2025-02-06,C36938,Monitor,3,253.98,636 Main St,CREDIT CARD,CANCELLED,TRK52522904,3,FREESHIP,Email,761.94
203,ORD200203,2025-01-21,C99173,Printer,3,356.84,172 Main St,ONLINE,SHIPPED,TRK89849342,5,SAVE10,Instagram,1070.52
204,ORD200204,2023-09-05,C99775,Laptop,4,413.71,478 Main St,GIFT CARD,CANCELLED,TRK21638425,9,FREESHIP,Facebook,1654.84
205,ORD200205,2023-03-04,C19266,Desk,3,147.39,609 Main St,DEBIT CARD,RETURNED,TRK58357269,3,NO_COUPON,Email,442.17
206,ORD200206,2024-04-16,C31072,Laptop,4,229.1,729 Main St,GIFT CARD,RETURNED,TRK77172975,8,WINTER15,Email,916.4
207,ORD200207,2025-03-18,C54595,Phone,1,121.96,999 Main St,DEBIT CARD,DELIVERED,TRK44416659,3,NO_COUPON,Google,121.96
208,ORD200208,2024-10-08,C87777,Desk,2,408.32,597 Main St,ONLINE,SHIPPED,TRK29003608,3,FREESHIP,Facebook,816.64
209,ORD200209,2023-08-29,C35854,Tablet,5,187.97,706 Main St,CASH,RETURNED,TRK30615168,9,SAVE10,Google,939.85
210,ORD200210,2024-12-05,C93821,Chair,3,358.48,513 Main St,GIFT CARD,DELIVERED,TRK10658539,7,FREESHIP,Facebook,1075.44
211,ORD200211,2025-01-03,C54390,Printer,3,193.58,185 Main St,GIFT CARD,PENDING,TRK83853742,7,FREESHIP,Email,580.74
212,ORD200212,2023-06-20,C53215,Monitor,1,265.38,367 Main St,CREDIT CARD,CANCELLED,TRK34751835,6,WINTER15,Email,265.38
213,ORD200213,2023-04-20,C71122,Laptop,1,634.4,317 Main St,CASH,CANCELLED,TRK54757882,6,SAVE10,Email,634.4
214,ORD200214,2024-08-21,C29483,Desk,4,305.72,673 Main St,ONLINE,DELIVERED,TRK89423603,5,NO_COUPON,Facebook,1222.88
215,ORD200215,2023-08-10,C26767,Printer,1,303.6,432 Main St,CASH,SHIPPED,TRK24585307,5,FREESHIP,Facebook,303.6
216,ORD200216,2025-04-15,C70492,Monitor,4,496.0,811 Main St,ONLINE,CANCELLED,TRK84625405,8,WINTER15,Google,1984.0
217,ORD200217,2024-05-20,C61549,Desk,4,321.51,908 Main St,CASH,RETURNED,TRK65596914,9,NO_COUPON,Google,1286.04
218,ORD200218,2023-04-28,C11665,Tablet,3,112.46,882 Main St,GIFT CARD,SHIPPED,TRK10993930,6,SAVE10,Instagram,337.38
219,ORD200219,2025-05-02,C48946,Laptop,5,61.97,457 Main St,CASH,DELIVERED,TRK99387220,6,SAVE10,Email,309.85
220,ORD200220,2023-07-18,C79506,Laptop,2,373.17,497 Main St,CREDIT CARD,PENDING,TRK95188748,6,SAVE10,Referral,746.34
221,ORD200221,2024-02-23,C93473,Tablet,5,639.37,552 Main St,DEBIT CARD,PENDING,TRK50003989,6,SAVE10,Google,3196.85
222,ORD200222,2023-05-04,C43124,Chair,4,693.36,931 Main St,ONLINE,SHIPPED,TRK17293348,8,NO_COUPON,Instagram,2773.44
223,ORD200223,2024-09-11,C22783,Phone,4,692.91,673 Main St,CREDIT CARD,PENDING,TRK55009149,9,SAVE10,Instagram,2771.64
224,ORD200224,2023-09-23,C18567,Printer,4,91.46,507 Main St,CASH,CANCELLED,TRK17554673,9,SAVE10,Referral,365.84
225,ORD200225,2024-03-13,C99879,Phone,3,273.96,692 Main St,DEBIT CARD,RETURNED,TRK50246700,8,SAVE10,Google,821.88
226,ORD200226,2025-06-27,C31501,Desk,3,588.05,242 Main St,GIFT CARD,DELIVERED,TRK93063929,8,NO_COUPON,Instagram,1764.15
227,ORD200227,2023-11-02,C93220,Monitor,2,365.17,353 Main St,ONLINE,CANCELLED,TRK89023251,4,FREESHIP,Facebook,730.34
228,ORD200228,2023-05-17,C57867,Chair,4,385.92,579 Main St,CREDIT CARD,CANCELLED,TRK92055007,8,NO_COUPON,Instagram,1543.68
229,ORD200229,2025-03-28,C62622,Tablet,1,562.61,762 Main St,CREDIT CARD,DELIVERED,TRK70997648,3,WINTER15,Facebook,562.61
230,ORD200230,2023-12-16,C94595,Desk,4,61.91,948 Main St,GIFT CARD,DELIVERED,TRK24497305,6,WINTER15,Email,247.64
231,ORD200231,2023-11-05,C30955,Phone,4,41.9,327 Main St,GIFT CARD,PENDING,TRK46898848,9,FREESHIP,Instagram,167.6
232,ORD200232,2023-05-19,C20731,Printer,4,444.44,610 Main St,DEBIT CARD,CANCELLED,TRK75568437,8,WINTER15,Google,1777.76
233,ORD200233,2024-08-24,C30168,Phone,3,311.33,146 Main St,CASH,CANCELLED,TRK73699939,3,WINTER15,Instagram,933.99
234,ORD200234,2024-11-26,C79842,Printer,4,236.41,337 Main St,DEBIT CARD,PENDING,TRK26957950,7,SAVE10,Google,945.64
235,ORD200235,2023-02-20,C32854,Desk,1,65.45,815 Main St,CASH,PENDING,TRK30009218,2,WINTER15,Google,65.45
236,ORD200236,2023-01-01,C14847,Monitor,1,318.81,562 Main St,DEBIT CARD,PENDING,TRK39663243,3,WINTER15,Email,318.81
237,ORD200237,2024-03-14,C88645,Monitor,3,583.72,783 Main St,CREDIT CARD,SHIPPED,TRK74097570,5,FREESHIP,Facebook,1751.16
238,ORD200238,2024-12-13,C66149,Desk,4,384.32,770 Main St,CREDIT CARD,PENDING,TRK76307307,6,WINTER15,Google,1537.28
239,ORD200239,2024-12-11,C20256,Tablet,3,538.74,456 Main St,ONLINE,SHIPPED,TRK71127943,6,FREESHIP,Email,1616.22
240,ORD200240,2023-07-12,C14983,Tablet,1,17.24,255 Main St,ONLINE,PENDING,TRK93444157,2,FREESHIP,Instagram,17.24
241,ORD200241,2023-05-16,C20817,Chair,5,615.67,407 Main St,ONLINE,PENDING,TRK44164590,6,SAVE10,Email,3078.35
242,ORD200242,2023-05-09,C94921,Printer,2,219.1,134 Main St,ONLINE,PENDING,TRK97794327,4,SAVE10,Referral,438.2
243,ORD200243,2025-05-09,C54725,Chair,2,144.66,506 Main St,ONLINE,CANCELLED,TRK30601940,7,FREESHIP,Google,289.32
244,ORD200244,2023-02-16,C98096,Desk,2,317.77,838 Main St,DEBIT CARD,CANCELLED,TRK51518631,4,WINTER15,Facebook,635.54
245,ORD200245,2025-04-20,C12667,Laptop,1,223.3,306 Main St,ONLINE,RETURNED,TRK25390491,1,NO_COUPON,Facebook,223.3
246,ORD200246,2024-08-30,C55354,Desk,2,342.11,164 Main St,GIFT CARD,SHIPPED,TRK15439493,2,WINTER15,Instagram,684.22
247,ORD200247,2023-07-20,C14600,Printer,2,220.9,785 Main St,GIFT CARD,SHIPPED,TRK84984764,4,NO_COUPON,Email,441.8
248,ORD200248,2023-07-02,C97187,Laptop,1,670.54,471 Main St,CASH,SHIPPED,TRK62283713,6,FREESHIP,Referral,670.54
249,ORD200249,2024-02-07,C39106,Printer,1,546.19,245 Main St,CASH,PENDING,TRK35464433,5,FREESHIP,Referral,546.19
250,ORD200250,2023-04-05,C93379,Desk,3,42.95,318 Main St,GIFT CARD,RETURNED,TRK67954150,8,SAVE10,Email,128.85
251,ORD200251,2025-05-15,C93175,Monitor,4,14.69,814 Main St,CASH,CANCELLED,TRK32995144,9,NO_COUPON,Email,58.76
252,ORD200252,2024-09-20,C19648,Phone,4,668.36,821 Main St,GIFT CARD,CANCELLED,TRK51297879,5,FREESHIP,Facebook,2673.44
253,ORD200253,2024-03-23,C14891,Chair,4,413.74,743 Main St,GIFT CARD,RETURNED,TRK79471534,7,FREESHIP,Instagram,1654.96
254,ORD200254,2023-12-26,C10866,Monitor,3,263.19,770 Main St,ONLINE,DELIVERED,TRK34809583,5,NO_COUPON,Instagram,789.57
255,ORD200255,2024-05-13,C47283,Monitor,1,263.96,806 Main St,GIFT CARD,RETURNED,TRK56235117,2,SAVE10,Google,263.96
256,ORD200256,2025-06-30,C94323,Chair,5,75.81,463 Main St,GIFT CARD,RETURNED,TRK22663277,10,WINTER15,Instagram,379.05
257,ORD200257,2024-04-23,C89732,Phone,1,406.22,712 Main St,CREDIT CARD,CANCELLED,TRK41059233,5,SAVE10,Referral,406.22
258,ORD200258,2024-02-26,C87764,Tablet,2,103.41,294 Main St,ONLINE,SHIPPED,TRK94082469,2,FREESHIP,Referral,206.82
259,ORD200259,2023-06-11,C20977,Chair,4,435.12,636 Main St,CREDIT CARD,DELIVERED,TRK54991561,9,SAVE10,Instagram,1740.48
260,ORD200260,2023-05-17,C12245,Monitor,2,407.79,153 Main St,DEBIT CARD,SHIPPED,TRK22000463,3,NO_COUPON,Google,815.58
261,ORD200261,2025-05-28,C68976,Phone,5,173.65,460 Main St,GIFT CARD,DELIVERED,TRK25491356,9,SAVE10,Email,868.25
262,ORD200262,2023-01-10,C69476,Phone,4,249.07,642 Main St,CREDIT CARD,RETURNED,TRK65869386,5,WINTER15,Referral,996.28
263,ORD200263,2023-03-25,C71040,Phone,4,434.85,250 Main St,CREDIT CARD,PENDING,TRK41397604,4,WINTER15,Google,1739.4
264,ORD200264,2024-08-03,C71035,Tablet,1,436.77,977 Main St,CASH,RETURNED,TRK19599578,5,FREESHIP,Google,436.77
265,ORD200265,2023-12-22,C20752,Printer,1,572.13,150 Main St,DEBIT CARD,CANCELLED,TRK22298450,4,SAVE10,Google,572.13
266,ORD200266,2024-06-08,C38840,Chair,4,583.07,589 Main St,CREDIT CARD,CANCELLED,TRK48484633,6,FREESHIP,Referral,2332.28
267,ORD200267,2025-04-17,C84480,Chair,5,468.51,803 Main St,DEBIT CARD,DELIVERED,TRK62361867,9,NO_COUPON,Facebook,2342.55
268,ORD200268,2023-08-11,C37032,Phone,2,423.88,655 Main St,DEBIT CARD,DELIVERED,TRK48639226,7,SAVE10,Referral,847.76
269,ORD200269,2023-11-25,C48942,Tablet,4,663.67,129 Main St,CREDIT CARD,PENDING,TRK29355120,7,FREESHIP,Google,2654.68
270,ORD200270,2023-06-04,C13540,Printer,4,309.91,127 Main St,DEBIT CARD,SHIPPED,TRK81087373,5,WINTER15,Google,1239.64
271,ORD200271,2023-03-28,C59572,Monitor,1,542.07,791 Main St,CASH,SHIPPED,TRK16792991,6,WINTER15,Referral,542.07
272,ORD200272,2023-09-19,C29758,Chair,2,399.32,119 Main St,ONLINE,PENDING,TRK12990043,6,WINTER15,Instagram,798.64
273,ORD200273,2024-10-27,C11849,Tablet,2,238.25,974 Main St,ONLINE,CANCELLED,TRK91195261,7,FREESHIP,Email,476.5
274,ORD200274,2023-02-04,C50967,Phone,2,182.4,884 Main St,GIFT CARD,CANCELLED,TRK65300814,5,SAVE10,Referral,364.8
275,ORD200275,2023-11-04,C80735,Chair,2,65.07,360 Main St,CREDIT CARD,CANCELLED,TRK99880231,4,SAVE10,Google,130.14
276,ORD200276,2025-03-29,C99050,Printer,2,600.57,654 Main St,DEBIT CARD,RETURNED,TRK56927089,3,WINTER15,Instagram,1201.14
277,ORD200277,2024-09-09,C11210,Chair,5,90.92,910 Main St,CREDIT CARD,DELIVERED,TRK44929965,9,SAVE10,Facebook,454.6
278,ORD200278,2024-11-18,C46015,Laptop,5,362.46,299 Main St,CASH,DELIVERED,TRK46598430,6,FREESHIP,Instagram,1812.3
279,ORD200279,2023-10-20,C69167,Chair,3,55.01,263 Main St,ONLINE,PENDING,TRK12425655,7,WINTER15,Email,165.03
280,ORD200280,2023-03-27,C55388,Tablet,3,404.62,740 Main St,GIFT CARD,DELIVERED,TRK75741001,6,FREESHIP,Instagram,1213.86
281,ORD200281,2023-07-27,C87181,Desk,4,654.79,195 Main St,CASH,PENDING,TRK60093390,9,NO_COUPON,Referral,2619.16
282,ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,GIFT CARD,CANCELLED,TRK71810536,9,FREESHIP,Google,2551.16
283,ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,CASH,SHIPPED,TRK69745608,6,NO_COUPON,Google,2161.32
284,ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,CREDIT CARD,RETURNED,TRK22023906,6,SAVE10,Facebook,1040.85
285,ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,ONLINE,DELIVERED,TRK93281700,3,NO_COUPON,Google,338.31
286,ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,GIFT CARD,RETURNED,TRK61086952,8,WINTER15,Google,418.35
287,ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,ONLINE,SHIPPED,TRK26628830,5,NO_COUPON,Facebook,2620.72
288,ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,DEBIT CARD,RETURNED,TRK60831391,8,WINTER15,Google,2051.0
289,ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,CREDIT CARD,SHIPPED,TRK55362541,8,WINTER15,Referral,641.96
290,ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,CASH,DELIVERED,TRK14029489,8,FREESHIP,Facebook,299.7
291,ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,CREDIT CARD,DELIVERED,TRK93676567,6,FREESHIP,Google,690.02
292,ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,CREDIT CARD,DELIVERED,TRK31042152,5,NO_COUPON,Facebook,65.95
293,ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,GIFT CARD,RETURNED,TRK40450219,9,NO_COUPON,Instagram,1852.16
294,ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,ONLINE,SHIPPED,TRK67562517,7,SAVE10,Referral,595.42
295,ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,DEBIT CARD,CANCELLED,TRK46285799,9,FREESHIP,Email,537.4
296,ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,DEBIT CARD,CANCELLED,TRK52110494,10,WINTER15,Referral,3194.0
297,ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,CREDIT CARD,RETURNED,TRK64862812,7,SAVE10,Instagram,987.76
298,ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,ONLINE,CANCELLED,TRK97825212,6,NO_COUPON,Email,1204.68
299,ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,GIFT CARD,CANCELLED,TRK42696593,2,FREESHIP,Instagram,278.66
300,ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,DEBIT CARD,RETURNED,TRK33753945,3,FREESHIP,Facebook,287.46
301,ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,CASH,CANCELLED,TRK40149095,2,SAVE10,Email,583.99
302,ORD200302,2023-05-16,C29432,Chair,3,468.74,121 Main St,CASH,PENDING,TRK44142517,4,FREESHIP,Instagram,1406.22
303,ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,DEBIT CARD,RETURNED,TRK95462192,1,NO_COUPON,Google,30.54
304,ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,GIFT CARD,DELIVERED,TRK75686292,10,FREESHIP,Instagram,2043.65
305,ORD200305,2023-11-25,C63822,Laptop,4,126.89,235 Main St,CASH,PENDING,TRK59353216,9,FREESHIP,Instagram,507.56
306,ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,DEBIT CARD,RETURNED,TRK65511225,3,SAVE10,Instagram,114.14
307,ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,ONLINE,DELIVERED,TRK11755610,4,NO_COUPON,Email,1672.23
308,ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,DEBIT CARD,RETURNED,TRK98467398,7,SAVE10,Instagram,1346.7
309,ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,DEBIT CARD,DELIVERED,TRK38033305,4,FREESHIP,Facebook,2199.04
310,ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,ONLINE,SHIPPED,TRK16094218,4,NO_COUPON,Referral,397.44
311,ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,ONLINE,RETURNED,TRK34786818,8,NO_COUPON,Instagram,2446.85
312,ORD200312,2025-05-24,C35397,Printer,5,66.31,579 Main St,GIFT CARD,PENDING,TRK64742535,7,FREESHIP,Referral,331.55
313,ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,CASH,DELIVERED,TRK22838735,7,SAVE10,Instagram,868.6
314,ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,ONLINE,DELIVERED,TRK48712417,4,FREESHIP,Referral,612.36
315,ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,ONLINE,CANCELLED,TRK45507090,9,FREESHIP,Email,458.35
316,ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,GIFT CARD,SHIPPED,TRK86474559,9,WINTER15,Facebook,1101.12
317,ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,ONLINE,RETURNED,TRK22575151,5,NO_COUPON,Instagram,279.9
318,ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,DEBIT CARD,CANCELLED,TRK95706967,7,SAVE10,Google,446.16
319,ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,CASH,RETURNED,TRK48974907,6,NO_COUPON,Instagram,1126.12
320,ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,CREDIT CARD,SHIPPED,TRK48792951,1,FREESHIP,Facebook,625.51
321,ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,DEBIT CARD,CANCELLED,TRK44194358,6,WINTER15,Google,609.16
322,ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,DEBIT CARD,DELIVERED,TRK18233748,6,SAVE10,Facebook,1159.1
323,ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,DEBIT CARD,RETURNED,TRK63820842,1,SAVE10,Referral,150.17
324,ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,DEBIT CARD,RETURNED,TRK70193221,5,NO_COUPON,Referral,212.79
325,ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,CREDIT CARD,SHIPPED,TRK61123177,8,NO_COUPON,Referral,1084.17
326,ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,GIFT CARD,RETURNED,TRK98353867,5,SAVE10,Facebook,3352.4
327,ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,GIFT CARD,CANCELLED,TRK43940016,5,SAVE10,Email,359.99
328,ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,ONLINE,CANCELLED,TRK89401624,7,SAVE10,Google,3370.2
329,ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,CREDIT CARD,SHIPPED,TRK63224811,6,NO_COUPON,Google,1132.64
330,ORD200330,2024-06-02,C38068,Desk,5,260.53,532 Main St,GIFT CARD,PENDING,TRK54059198,5,SAVE10,Instagram,1302.65
331,ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,ONLINE,DELIVERED,TRK25703134,7,SAVE10,Facebook,1266.39
332,ORD200332,2024-07-03,C26163,Desk,5,125.02,607 Main St,DEBIT CARD,PENDING,TRK67499316,9,SAVE10,Google,625.1
333,ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,CREDIT CARD,RETURNED,TRK52086740,5,WINTER15,Instagram,198.51
334,ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,ONLINE,DELIVERED,TRK20635777,7,WINTER15,Facebook,899.0
335,ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,GIFT CARD,SHIPPED,TRK34801199,4,NO_COUPON,Email,617.58
336,ORD200336,2023-12-29,C88174,Laptop,1,18.2,441 Main St,DEBIT CARD,PENDING,TRK10143345,4,SAVE10,Instagram,18.2
337,ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,DEBIT CARD,RETURNED,TRK66980447,8,WINTER15,Email,1508.31
338,ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,DEBIT CARD,SHIPPED,TRK64112352,10,NO_COUPON,Referral,1527.45
339,ORD200339,2024-04-10,C84563,Printer,2,236.33,398 Main St,ONLINE,PENDING,TRK62422797,3,SAVE10,Instagram,472.66
340,ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,CASH,CANCELLED,TRK25569378,8,NO_COUPON,Email,2606.25
341,ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,GIFT CARD,SHIPPED,TRK61357272,5,WINTER15,Email,167.15
342,ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,GIFT CARD,RETURNED,TRK95935805,5,NO_COUPON,Referral,2332.1
343,ORD200343,2023-02-26,C64638,Printer,1,527.57,919 Main St,DEBIT CARD,PENDING,TRK64087938,3,FREESHIP,Facebook,527.57
344,ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,ONLINE,CANCELLED,TRK67558189,3,SAVE10,Instagram,1870.02
345,ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,GIFT CARD,SHIPPED,TRK37285406,10,FREESHIP,Referral,2506.3
346,ORD200346,2024-12-06,C31764,Tablet,1,655.09,876 Main St,CASH,PENDING,TRK44680433,6,NO_COUPON,Referral,655.09
347,ORD200347,2024-02-03,C83556,Printer,4,264.79,380 Main St,CREDIT CARD,PENDING,TRK21109187,5,SAVE10,Google,1059.16
348,ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,DEBIT CARD,RETURNED,TRK72633998,7,FREESHIP,Email,1079.19
349,ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,GIFT CARD,DELIVERED,TRK56016905,2,FREESHIP,Google,465.33
350,ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,ONLINE,SHIPPED,TRK60127216,6,NO_COUPON,Instagram,108.82
351,ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,DEBIT CARD,DELIVERED,TRK89406816,4,NO_COUPON,Instagram,64.66
352,ORD200352,2023-08-31,C26637,Chair,5,173.96,995 Main St,DEBIT CARD,PENDING,TRK59546992,8,WINTER15,Instagram,869.8
353,ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,ONLINE,DELIVERED,TRK15195225,5,FREESHIP,Google,630.82
354,ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,DEBIT CARD,SHIPPED,TRK11970357,4,NO_COUPON,Instagram,693.41
355,ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,CREDIT CARD,CANCELLED,TRK78766533,4,FREESHIP,Referral,1299.99
356,ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,GIFT CARD,CANCELLED,TRK83889574,10,FREESHIP,Instagram,1872.9
357,ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,DEBIT CARD,DELIVERED,TRK98700702,8,FREESHIP,Instagram,2042.8
358,ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,ONLINE,CANCELLED,TRK82540521,3,SAVE10,Google,367.34
359,ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,DEBIT CARD,DELIVERED,TRK23286689,5,WINTER15,Referral,2426.28
360,ORD200360,2024-06-06,C53810,Phone,4,589.57,779 Main St,CASH,PENDING,TRK34630612,8,NO_COUPON,Instagram,2358.28
361,ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,CREDIT CARD,DELIVERED,TRK32743531,9,SAVE10,Facebook,3299.25
362,ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,CASH,CANCELLED,TRK60476656,5,WINTER15,Instagram,827.36
363,ORD200363,2024-05-24,C31668,Laptop,5,113.87,871 Main St,CREDIT CARD,PENDING,TRK42584392,6,SAVE10,Email,569.35
364,ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,CASH,CANCELLED,TRK86767206,9,FREESHIP,Facebook,3143.7
365,ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,CREDIT CARD,CANCELLED,TRK74263180,4,SAVE10,Referral,678.38
366,ORD200366,2023-02-10,C95213,Printer,3,602.24,603 Main St,DEBIT CARD,PENDING,TRK40630538,8,NO_COUPON,Referral,1806.72
367,ORD200367,2024-04-25,C13108,Laptop,5,658.77,712 Main St,GIFT CARD,PENDING,TRK82284400,10,FREESHIP,Instagram,3293.85
368,ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,CREDIT CARD,CANCELLED,TRK89728869,6,NO_COUPON,Google,813.06
369,ORD200369,2024-12-22,C43545,Monitor,5,375.25,216 Main St,GIFT CARD,PENDING,TRK73937402,9,SAVE10,Email,1876.25
370,ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,ONLINE,CANCELLED,TRK41143313,4,WINTER15,Facebook,312.11
371,ORD200371,2023-01-05,C59752,Phone,5,307.76,179 Main St,GIFT CARD,PENDING,TRK82229639,9,FREESHIP,Google,1538.8
372,ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,CASH,RETURNED,TRK12123939,4,NO_COUPON,Referral,1450.59
373,ORD200373,2023-01-02,C60178,Laptop,3,341.15,969 Main St,CASH,PENDING,TRK84505143,4,FREESHIP,Instagram,1023.45
374,ORD200374,2024-09-16,C20286,Monitor,1,571.9,129 Main St,GIFT CARD,PENDING,TRK67648338,1,WINTER15,Instagram,571.9
375,ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,ONLINE,SHIPPED,TRK71027262,8,FREESHIP,Facebook,380.12
376,ORD200376,2023-08-24,C64549,Monitor,5,201.22,341 Main St,DEBIT CARD,PENDING,TRK20788231,6,FREESHIP,Facebook,1006.1
377,ORD200377,2024-07-22,C24884,Monitor,1,260.26,625 Main St,ONLINE,PENDING,TRK44538419,5,WINTER15,Instagram,260.26
378,ORD200378,2024-02-01,C62666,Chair,5,64.5,148 Main St,CREDIT CARD,PENDING,TRK91029390,8,WINTER15,Instagram,322.5
